"Record ID","Record","Associated company > Domains","Series","Associated company > Description","Lead Investors > Name","New Investors > Name","Investors > Name","Access","Deal stage","""Deal stage"" Changed At","""Deal stage"" Previous Values","Source","Deal Size","Post Valuation","Deal Date","Investors > Team","Associated company > Team > Name","Investors > Domains"
"b7d51f20-c8be-4389-a6d3-c10771a6ad40","Kalshi","kalshi.com","Series F","Provider of financial exchange services intended to facilitate trading based on event outcomes. The company offers event-based contracts, a web-based trading interface, and access to markets across economic, political, and cultural events to capitalize on opinions and trade in the domain of everyday knowledge, enabling individual traders and participants to express predictions and manage risk through trading on future event outcomes.","Baillie Gifford,Coatue Management,Layer Global","Baillie Gifford,Coatue Management,Conductive Ventures,Deviation,EQUIAM,Everybody Ventures,Layer Global,Manhattan West,Morgan Stanley,Razor Capital,Team Ignite Ventures,Thirdbase Capital,Tradeweb,Manhattan West Asset Management","Andreessen Horowitz,ARK Investment Management,Baillie Gifford,CapitalG,Coatue Management,Conductive Ventures,Deviation,EQUIAM,Everybody Ventures,IVP,Layer Global,Manhattan West,Morgan Stanley,Paradigm,Razor Capital,Sequoia Capital,Team Ignite Ventures,Thirdbase Capital,Tradeweb,Manhattan West Asset Management","Access","Qualified","2026-06-09T20:11:29Z","Watchlist","ID8 Investments","1200000000","22000000000","2026-05-21","Michelle Volz,Eric Liaw,Kristina Olsen,mpvcsg@morganstanley.com,Alexandra Chau,Ariel Salerno,alternativecapitalsolutions@morganstanley.com,Jamison,Lora Cooperman,Gary Rettig,Reed,Samantha Lynch,Luke Bohuslav,Lucas Gimbel,Michael Lohner,Eric Kanter,Jack Kirkham,Madison Campanelli,Julia Dinota,""Constantine Darras "",Brian Cumberland,Trisha Jeffries,Morgan Winstead,Oscar,Craig Champagnie,Russell Schmidt,alexandre.farman-farma@morganstanley.com,Robby Mitchell,Tony Stone,Marcus (Wealth Management Field),Carolina Silva,Will Hains,L. Gimbel,David Aronovitch,Robert Ackerman,Tara Walsh,Aaron Rotkel,Talal Bazzi,Matt Kerr,Alfred Lin,Christopher Curry,Elizabeth Campos,Colleen Shugerman",,"a16z.com,ark-invest.com,bailliegifford.com,capitalg.com,coatue.com,conductive.vc,deviation.com,equiam.com,everybody.ventures,ivp.com,layerglobal.com,manhattanwest.com,morganstanley.com,paradigm.xyz,razorcap.co,sequoiacap.com,teamignite.ventures,thirdbasecap.com,tradeweb.com,mwestasset.com"
"6dd23ed5-4f2b-42a6-ba0e-08daf30a851c","Mercury","mercury.com","Series D","Developer of digital banking tools designed to support financial operations for startups and technology companies. The company's platform offers FDIC-insured accounts, payment processing, card issuance, and financial management features, enabling early-stage businesses to manage funds efficiently and access essential banking services tailored to their operational needs.","TCV","Octant Ventures,TCV,Tribe Capital","Andreessen Horowitz,Coatue Management,CRV,Octant Ventures,Sapphire Ventures,Sequoia Capital,Spark Capital,TCV,Tribe Capital",,"Qualified","2026-06-09T20:11:29Z","Watchlist","ID8 Investments","200000000","5200000000","2026-05-20","Michelle Volz,matan@crv.com,Alfred Lin,Andrew Przybylski,Boris Revsin,Caroline Edson,evan@tribecap.co,Jon Mariano,MK McCormick","Mercury Support,Mercury Receipts,Ethan Chung,Ashley","a16z.com,coatue.com,crv.com,octantventures.com,sapphireventures.com,sequoiacap.com,sparkcapital.com,tcv.com,tribecap.co"
"0298cfc5-4ae8-441c-89fc-70eaf0a36941","Nourish","nourish.com","Series C","Developer of a telehealth platform designed to promote healthier lifestyles and address chronic health issues. The company's platform connects users with registered dietitians for personalized care and offers features such as comprehensive nutrition assessments, tailored treatment plans, ongoing support, and insurance coverage, enabling individuals to achieve sustainable health improvements and long-term well-being.","Menlo Ventures","Daybreak Ventures,Menlo Ventures,Reference Capital","Atomico,BoxGroup,Daybreak Ventures,Index Ventures,J.P. Morgan & Co.,Maverick Ventures,Menlo Ventures,Operator Partners,Reference Capital,Thrive Capital,Y Combinator",,"Qualified","2026-06-09T20:11:29Z","Watchlist","ID8 Investments","100000000","1750000000","2026-05-19","Shimali Puri,Jayni Shah",,"atomico.com,boxgroup.com,daybreak.ventures,indexventures.com,am.jpmorgan.com,maverickventures.com,menlovc.com,operatorpartners.com,referencecap.com,thrivecap.com,ycombinator.com"
"09d1efa4-cab7-42cf-b265-5a4b9fa813b9","Assort Health","assorthealth.com","Series C",,"Menlo Ventures","Menlo Ventures","Chemistry,Felicis,First Round Capital,Lightspeed Venture Partners,Menlo Ventures,Quiet Capital,Tau Ventures",,"Passed","2026-06-19T18:29:27Z","Round Live,Pipeline","Jesse Bloom",,"1200000000","2026-05-18","Niki Pezeshki,Dasha Barannik,Shimali Puri,Jayni Shah,Lee Linden",,"chemistry.vc,felicis.com,firstround.com,lsvp.com,menlovc.com,quiet.com,tauventures.com"
"716e9b91-1b08-4cc0-9be3-526c24e8fdf3","Warp","warp.dev","Series B",,,,,,"Passed","2026-06-11T13:24:37Z","","Jesse Bloom",,"240000000","2026-05-18",,,
"23d60e8e-79f4-4411-997d-5397e79fd219","Exa","exa.ai","Series C","Developer of an artificial intelligence-powered search engine designed to perform web searches at a large scale. The company's tool is trained to search through technical news articles and predict web pages in a context where someone describes them, enabling businesses to run queries with a model that predicts which webpage is likely to fill in the blank of unfinished instructions.","Andreessen Horowitz","Andreessen Horowitz,Quantum Light","Andreessen Horowitz,Benchmark,Lightspeed Venture Partners,NVIDIA,Quantum Light,Y Combinator",,"Qualified","2026-06-09T20:11:30Z","Watchlist","ID8 Investments","250000000","2200000000","2026-05-15","Michelle Volz",,"a16z.com,benchmark.com,lsvp.com,nventures.ai,quantumlightcapital.com,ycombinator.com"
"686c35b6-153f-4c2d-b769-6454ff2d5cfa","Monaco (Business/Productivity Software)","monaco.com","Series B","Developer of an AI-native revenue intelligence platform designed to enable companies to automate demand generation, sales outreach, and pipeline growth. The company develops and operates an AI-powered sales and revenue platform that helps businesses prospect smarter, automate outreach and pipeline activities, capture and structure engagement data, and accelerate revenue generation, enabling clients to streamline prospecting and sales execution through AI-driven revenue automation.","Benchmark","Alt Capital,Benchmark,Greenoaks,Mantis,Saga","Alt Capital,Benchmark,Founders Fund,Greenoaks,Human Capital,Mantis,Saga",,"Watchlist","2026-06-11T14:09:04Z","Watchlist,Qualified","ID8 Investments","50000000",,"2026-05-13",,,"altcap.com,benchmark.com,foundersfund.com,greenoaks.com,human.capital,mantisvc.com,sagavc.com"
"a63bb075-9bf0-4c46-9f72-8085d4afba4b","Anduril Industries","anduril.com","Series H","Developer of an autonomous defense technology designed to automate surveillance and threat detection for national security purposes. The company's platform features unmanned aerial vehicles, surveillance towers, sensor networks and command software with real-time data integration and automated mission execution, providing military and government agencies with scalable technology that improves situational awareness, operational efficiency and border security.","Andreessen Horowitz,Thrive Capital","BroadLight Capital,Coral Capital,IconiQ,Irving Investors,Nomi Capital,WNDR,ICONIQ Capital","Andreessen Horowitz,BroadLight Capital,Coral Capital,IconiQ,Irving Investors,Nomi Capital,Thrive Capital,WNDR,ICONIQ Capital",,"Qualified","2026-06-09T20:11:33Z","Watchlist","ID8 Investments","5000000000","61000000000","2026-05-13","Michelle Volz,Morgan Dewalt,Jennifer Hart,Matthew Jacobson",,"a16z.com,broadlightcapital.com,coralcap.co,goldenbay.vc,iconiq.com,irvinginvestors.com,nomi.vc,thrivecap.com,wndr.vc,iconiqcapital.com"
"43ebbeee-6839-4cd3-b52a-62d63daa0db4","Forus (Healthcare Technology Systems)","forus.com","Series B","Developer of an AI-powered platform designed to connect doctors, pharmacies, payers, and biopharma to bring new science to patients. The company's platform allows doctors to send prescriptions and check insurance coverage, coupons, and prices across pharmacies, enabling patients to get medicines at a low price and doctors to treat their patients consistently.","Accel","Accel,HAX,NJEDA,Redpoint Ventures,SOSV","Accel,Bain Capital Ventures,BoxGroup,General Catalyst,HAX,NJEDA,Pear VC,Redpoint Ventures,SOSV,Thrive Capital",,"Watchlist","2026-06-11T15:57:51Z","Watchlist,Qualified","ID8 Investments","160000000","1010000000","2026-05-12","Keith Bender,Tomasz Tunguz",,"accel.com,baincapitalventures.com,boxgroup.com,generalcatalyst.com,hax.co,njeda.gov,pear.vc,redpoint.com,sosv.com,thrivecap.com"
"295a9e4a-b0cd-491c-bbbf-9b56f29ab981","Cowboy Space","cowboyspace.com","Series B","Developer of orbital computing infrastructure designed to provide space-based power generation and artificial intelligence compute capacity. The company offers satellite-based power generation, integrated launch and data center architecture, optical communication capabilities, and space-based compute infrastructure, enabling AI infrastructure providers and aerospace organizations to expand computing capacity, improve energy availability, and support data processing.","Index Ventures","Blossom Capital,IVP,Nea,SAIC VC","Andreessen Horowitz,Blossom Capital,Breakthrough Energy,Construct Capital,Index Ventures,Interlagos,IVP,Nea,SAIC VC",,"Qualified","2026-06-09T20:11:33Z","Watchlist","ID8 Investments","305000000","2030000000","2026-05-11","Michelle Volz,Eric Liaw",,"a16z.com,blossomcap.com,breakthroughenergy.org,constructcap.com,indexventures.com,interlagos.com,ivp.com,nea.co.kr,saicvc.com"
"d0b04dcf-4bdb-4be5-a232-0850c5209bc4","Advanced Manufacturing Company of America","amca.com","Series B","Manufacturer of precision metal components intended for aerospace, defense, and industrial applications. The company offers machining, fabrication, and assembly services for complex and tight-tolerance parts, enabling clients to produce components that meet strict performance, quality, and regulatory requirements across critical industries.","Caffeinated","Lightspeed Venture Partners,Linse Capital,Ravelin Capital,Silent Ventures","Andreessen Horowitz,Caffeinated,Construct Capital,House Capital,Lightspeed Venture Partners,Linse Capital,Lux Capital,Ravelin Capital,Silent Ventures",,"Qualified","2026-06-09T20:11:35Z","Watchlist","ID8 Investments","300000000","1100000000","2026-05-08","Michelle Volz,Jackson Moses",,"a16z.com,caffeinated.com,constructcap.com,housecapital.com,lsvp.com,linsecapital.com,luxcapital.com,ravelincap.com,silentvc.com"
"6e375102-abba-4986-82db-e52f811135ea","Corgi","corgi.insure","Series B","Developer of an artificial intelligence-powered insurance platform designed to automate and optimize carrier operations. The company offers a fully integrated insurance stack operated by AI agents, enabling insurers and policyholders to access fast, data-driven coverage with improved efficiency and reduced operational costs.","TCV","Alpha Square Group,Audeo Ventures,First Order Fund,Global Growth,Great Notion Support Services,OurCrowd,Repeat,TCV,Transpose Platform","Alpha Square Group,Alumni Ventures,Audeo Ventures,First Order Fund,Global Growth,Kindred Ventures,Great Notion Support Services,MAIORA Ventures,Nordstar,OurCrowd,Repeat,Seven Stars,TCV,Transpose Platform",,"Watchlist","2026-06-11T16:48:20Z","Watchlist,Qualified,Round Live","ID8 Investments","160000000","1300000000","2026-05-06","Connor McKnight,Sarah Worden,Pete Mathias",,"alphasquaregroup.com,av.vc,audeo.ventures,firstorderfund.com,globalgrowth.com,hexacapital.com.au,kindredventures.com,leblon-capital.notion.site,maioraventures.com,nordstar.com,ourcrowd.com,quadri.vc,repeat.vc,sevenstars.vc,tcv.com,transposeplatform.vc,vocalventures.co,zone2.vc"
"511eb8bf-9480-4de3-9186-fc04e2912b60","Astrocade","astrocade.com","Series B","Developer of an AI-powered social gaming platform intended to create, iterate, remix and share games with friends and a global community. The company's platform allows anyone to create their games using text-to-image prompts and load them to the community for others to play, enabling users to become creators, modify them while playing, and share the game with fellow creators and followers.","Sequoia Capital","Dentsu Ventures,Conviction,GV,Nvidia (NAS: NVDA),株式会社プライムパートナーズ,Sequoia Capital","Dentsu Ventures,Conviction,GV,LG Technology Ventures,Nvidia (NAS: NVDA),株式会社プライムパートナーズ,Sequoia Capital",,"Qualified","2026-06-09T20:11:37Z","Watchlist","ID8 Investments","24000000","213610000","2026-05-05","Alfred Lin",,"dentsu-v.com,embed.conviction.com,gv.com,lgtechventures.com,nvidia.com,prime-prtnrs.com,sequoiacap.com"
"b533edaa-1051-4eb2-9cb4-37ecf9c26512","Fractile","fractile.ai","Series B","Developer of advanced AI inference hardware designed to accelerate large-scale model execution. The company offers processors with interleaved memory and compute architecture that supports low latency and high throughput, processes thousands of tokens per second across concurrent workloads, scales efficiently within constrained power budgets, and extends context handling for complex tasks such as research and software development, enabling AI developers, enterprises, and cloud infrastructure providers to run high-performance models at reduced operational cost and increased processing efficiency.","Accel,Factorial Funds,Founders Fund","8VC,Accel,Buckley Ventures,Conviction SFO,Factorial Funds,Felicis,Founders Fund,Gigascale Capital,o1a","8VC,Accel,Buckley Ventures,Conviction SFO,Factorial Funds,Felicis,Founders Fund,Gigascale Capital,Kindred Capital,Nato Innovation Fund,o1a,Oxford Science Enterprises",,"Qualified","2026-06-09T20:11:37Z","Watchlist","ID8 Investments","220000000",,"2026-05-05","Kimmy Scotti,Max Chen,Niki Pezeshki,Dasha Barannik",,"8vc.com,accel.com,buckleyventures.com,conviction-sfo.com,factorialfunds.com,felicis.com,foundersfund.com,gigascale.com,kindredcapital.vc,nif.fund,the-o1a.com,oxfordscienceenterprises.com"
"0b99a51b-5bf4-402c-8bc3-8c824be74d65","Synthetix","synthetix.io","Series C","Operator of a decentralised derivatives trading platform intended to enable on-chain perpetual futures trading. The company provides a hybrid trading system with off-chain order matching for low-latency execution and on-chain custody on the Ethereum network, supports multicollateral margin trading, staking mechanisms for liquidity provision, and non-custodial asset management, enabling traders and liquidity providers to access secure, high-speed derivatives markets with transparent settlement and yield opportunities.","Bain Capital Ventures,Goldman Sachs","Bain Capital Ventures,Goldman Sachs","Bain Capital Ventures,Goldman Sachs",,"Watchlist","2026-06-11T15:58:46Z","Watchlist,Qualified","ID8 Investments","150000000","1200000000","2026-04-30",,,"baincapitalventures.com,am.gs.com"
"c716a620-c12b-4e1b-84cb-710f38d5e2c2","Legora","legora.com","Series D","Developer of an artificial intelligence-based legal workflow software designed for research, document analysis, and drafting purposes. The company's software provides artificial intelligence-assisted document review, automated contract drafting, and markup suggestions through integration, research tools that analyze internal and external sources, citation verification, and collaborative workspaces, enabling law firms and corporate legal teams to automate repetitive tasks and manage document-heavy workflows efficiently.","Accel,NVIDIA","9Yards Capital,Abstract,Accel,AirTree,Alanda Capital Management Limited,Alkeon Capital Management,Atlassian,Bain Capital,Barclays,Everybody Ventures,Evolution Equity,FirstMark,Founders Circle Capital,Geodesic,Swept Laser,Launchbay VC,Liberty Global,Menlo Ventures,Navitas Capital,NVIDIA,Pari Passu Venture Partners,S32,Salesforce Ventures,Sands Capital,Starwood Capital,USVC Venture Capital Access Fund,Barclays","9Yards Capital,Abstract,Accel,AirTree,Alanda Capital Management Limited,Alkeon Capital Management,Atlassian,Bain Capital,Barclays,Benchmark,Bessemer Venture Partners,Everybody Ventures,Evolution Equity,FirstMark,Founders Circle Capital,General Catalyst,Geodesic,ICONIQ Growth,Swept Laser,Launchbay VC,Liberty Global,Menlo Ventures,Navitas Capital,NVIDIA,Pari Passu Venture Partners,Redpoint Ventures,S32,Salesforce Ventures,Sands Capital,Starwood Capital,USVC Venture Capital Access Fund,Y Combinator,Barclays","Access","Qualified","2026-06-09T20:11:38Z","Watchlist","ID8 Investments","600000000","5600000000","2026-04-30","Alex Tahsili,Philip Braddock,Jamison Hill,Faraz Fatemi,Madeline Dufour,Tramy Nguyen,Samantha Tomaszewski,Shimali Puri,Jayni Shah,Tomasz Tunguz,John Lynch,Stephan Fuchs,Angela Negron,Keith Overlander,Alex Miller,Summer Johnson,John Kenny",,"9yardscapital.com,abstract.com,accel.com,airtree.vc,alandacapital.com,alkeoncapital.com,atlassian.com,baincapital.com,home.barclays,benchmark.com,bvp.com,everybody.ventures,evolutionequity.com,firstmark.com,founderscircle.com,generalcatalyst.com,geodesiccap.com,iconiqgrowth.com,sweptlaser.com,launchbaycapital.com,libertyglobal.com,menlovc.com,navitascap.com,nventures.ai,ppvp.com,redpoint.com,s32.com,salesforceventures.com,sandscapital.com,starwoodcapital.com,usvc.com,ycombinator.com,barclays.com"
"17e203d3-7ed5-40ef-9222-9435ba7f486a","Hightouch","hightouch.com","Series D","Developer of a composable customer data platform designed to sync data across sales and marketing tools. The company's platform can be easily integrated with favorite business applications and helps activate data warehouses to power personalized marketing and business operations, enabling clients to build customer segments without structured query language, explore data, create segments and orchestrate campaigns across downstream tools.","Bain Capital Ventures,Goldman Sachs","Goldman Sachs,IconiQ,Vintage Investment Partners,ICONIQ Capital","Amplify Partners,Bain Capital Ventures,Goldman Sachs,IconiQ,Sapphire Ventures,Vintage Investment Partners,Y Combinator,ICONIQ Capital",,"Qualified","2026-06-09T20:11:39Z","Watchlist","ID8 Investments","150000000","2750000000","2026-04-29","Morgan Dewalt,Jennifer Hart,Matthew Jacobson",,"amplifypartners.com,baincapitalventures.com,growth.gs.com,iconiq.com,sapphireventures.com,vintage-ip.com,ycombinator.com,iconiqcapital.com"
"c6e8a53e-8f83-43f1-a709-1fec911ba3e6","Rogo (Business/Productivity Software)","rogo.ai","Series D","Developer of an analytics platform designed to utilize natural language processing to transform traditional data workflows. The company's platform utilizes generative artificial intelligence to integrate data from all workbooks, databases, and data providers, build charts and graphs, conduct data analysis, verify data fidelity, and integrate the analysis, enabling companies from various industries, academics, and individuals to interact with data by allowing them to work with, analyze, and visualize their data.","Kleiner Perkins","137 Ventures,Evantic,Jack Altman,Kleiner Perkins","137 Ventures,BoxGroup,Evantic,Jack Altman,Khosla Ventures,Kleiner Perkins,Mantis,Positive Sum,Sequoia Capital,Thrive Capital",,"Watchlist","2026-06-11T15:59:33Z","Watchlist,Qualified","Jesse Bloom","160000000","2000000000","2026-04-29","Alex Morgan,Alfred Lin",,"137ventures.com,boxgroup.com,evantic.ai,jackealtman.com,khoslaventures.com,kleinerperkins.com,mantisvc.com,positivesum.com,sequoiacap.com,thrivecap.com"
"307d4931-b5b6-4e2c-a1b0-995c9776d274","Actively AI","actively.ai","Series B","Developer of an artificial intelligence-based outbound sales platform designed to enhance lead generation and prospecting efficiency for sales teams. The company's platform offers features such as automated account research, real-time identification of top prospects, and personalized messaging generation based on data insights, enabling organizations to increase their sales pipeline and improve meeting booking rates while allowing sales representatives to focus on engaging with potential clients.","First Harmonic,TCV","Alkeon Capital Management,First Harmonic,TCV","Alkeon Capital Management,Bain Capital Ventures,First Harmonic,First Round Capital,TCV",,"Target","2026-06-15T15:01:21Z","Watchlist,Qualified","ID8 Investments","45000000","262000000","2026-04-28","Alex Tahsili",,"alkeoncapital.com,baincapitalventures.com,firstharmonic.com,firstround.com,tcv.com"
"7ffcc14f-35f3-44b2-acc1-31864938875b","Avoca","avoca.ai","Series B","Developer of a customer communications platform designed to help business owners focus on their core business. The company's platform offers inbound interest in the form of calls, texts, and emails, as well as outbound communications in the form of booking reminders, review requests, and future follow-ups, enabling businesses to get personalized artificial intelligence reception services.","General Catalyst,Meritech Capital","Alumni Ventures,Amplify Partners,General Catalyst,Meritech Capital","Alumni Ventures,Amplify Partners,General Catalyst,Kleiner Perkins,Meritech Capital,Y Combinator",,"Qualified","2026-06-09T20:11:40Z","Watchlist","ID8 Investments","125000000","1000000000","2026-04-27","Sarah Worden,Pete Mathias",,"av.vc,amplifypartners.com,generalcatalyst.com,kleinerperkins.com,meritechcapital.com,scaleangelsfund.com,ycombinator.com"
"8e2f9966-d6bb-49ed-a7aa-b2b4b5af1bfb","Prime Attorneys","primeattorneys.com","Series B","Operator of a certified lawyer referral marketplace intended to connect consumers with qualified attorneys for personal injury and related legal matters. The company offers a lawyer referral service that provides access to a wide network of vetted attorneys, enabling customers to quickly find legal representation, receive free consultations and pursue claims with confidence while avoiding the complexity of searching for lawyers independently.","Andreessen Horowitz","Andreessen Horowitz","Andreessen Horowitz",,"Qualified","2026-06-09T20:11:40Z","Watchlist","ID8 Investments","42000000","210000000","2026-04-23","Michelle Volz",,"a16z.com"
"f2263d75-c44d-471a-96fa-14e2da729d11","Courier Health","courierhealth.com","Series B","Developer of a patient engagement platform intended for biopharma commercial organizations to manage and streamline the end-to-end patient journey. The company's platform provides the technology, expertise, and resources to help every biopharma company improve patient experience, enabling people living with chronic and rare diseases to get the required medical support and therapeutics.","Oak HC/FT","Oak HC/FT","Norwest,Oak HC/FT",,"Qualified","2026-06-09T20:11:41Z","Watchlist","ID8 Investments","50000000","267000000","2026-04-22",,,"norwest.com,oakhcft.com"
"e8d57160-d6f8-4bef-bea7-11906c4a4ed6","Socket","socket.dev","Series C","Developer of a cybersecurity platform designed to protect companies from software supply chain attacks. The company's platform uses sockets that help secure software applications and critical services against malware and provide visibility, defense-in-depth, and proactive supply chain protection for software dependencies from security threats, enabling companies to reduce security risks and streamline enterprise security.","Thrive Capital","Capital One Ventures,Thrive Capital","Abstract,Andreessen Horowitz,Capital One Ventures,Elad Gil,Michael Ovitz,Thrive Capital",,"Qualified","2026-06-09T20:11:41Z","Watchlist","ID8 Investments","60000000","1000000000","2026-04-20","Michelle Volz",,"abstract.com,a16z.com,capitaloneventures.com,eladgil.com,michaelovitz.com,thrivecap.com"
"d967a8f0-48cd-43c3-a2fb-99b9f016962c","Loop (Chicago)","loop.com","Series C","Developer of a logistics payments platform designed to automate the invoice-to-payment cycle. The company's AI-driven platform digitizes all freight documents, performing real-time invoice audits and facilitating payments, enabling companies to reduce costs and control working capital.","Valor","Tao Capital Partners,Valor","8VC,Founders Fund,Index Ventures,Tao Capital Partners,Valor",,"Watchlist","2026-06-11T15:58:31Z","Watchlist,Qualified","ID8 Investments","95000000","750000000","2026-04-17","Kimmy Scotti",,"8vc.com,foundersfund.com,indexventures.com,taocap.com,valorep.com"
"43a37b94-a993-4ecf-8d64-57c222eec151","Factory (Software Development Applications)","factory.ai","Series C","Developer of an artificial intelligence-based platform designed for computer codes and to bring autonomy to software engineering. The company's platform can review code, address bugs, answer questions independently and handle routine tasks like code review, debugging and refactoring, enabling firms and engineers to delegate tasks and focus on tough questions.","Khosla Ventures","20VC,Blackstone,Coral Capital,Evantic,Insight Partners,Khosla Ventures,Octant Ventures,Tenacity Capital,Insight Partners","20VC,Abstract,Blackstone,Coral Capital,Evantic,Insight Partners,Khosla Ventures,Mantis,New Enterprise Associates,Nonlinear Capital,Octant Ventures,Sequoia Capital,Tenacity Capital,Insight Partners","No access","Qualified","2026-06-09T20:11:42Z","Watchlist","ID8 Investments","150000000","1500000000","2026-04-16","Han Zhang,Alex Morgan,Alfred Lin,Brad Fiedler",,"20vc.fund,abstract.com,blackstone.com,coralcap.co,evantic.ai,insightusa.com,khoslaventures.com,mantisvc.com,nea.com,nonlinearcap.com,octantventures.com,sequoiacap.com,tenacity-cap.com,insightpartners.com"
"692f1a81-bc16-46ac-9efa-65c6edfbe568","Slash","slash.com","Series C","Operator of an online banking platform intended to transfer funds between personal and business bank accounts. The company's virtual card, banking, bill pay, and accounting platform offers features such as free domestic wires, automated clearing house transfers, unlimited virtual and physical corporate credit cards, and comprehensive reporting tools, enabling businesses to efficiently manage their finances while maximizing cashback rewards and enhancing security.","Goodwater,Khosla Ventures,Ribbit Capital","Epakon Capital,Khosla Ventures,Ribbit Capital","Epakon Capital,Goodwater,Khosla Ventures,New Enterprise Associates,Ribbit Capital,Y Combinator",,"Qualified","2026-06-09T20:11:43Z","Watchlist","ID8 Investments","100000000","1400000000","2026-04-16","Alex Morgan",,"epakon.com,goodwatercap.com,khoslaventures.com,nea.com,ribbitcap.com,ycombinator.com"
"1002ca4c-6a5c-4217-ae98-e6d47f02ae28","Mintlify","mintlify.com","Series B","Developer of an intelligent knowledge platform designed to organize, analyze, and surface enterprise knowledge for improved decision-making. The company offers contextual knowledge discovery, natural language search, and automated knowledge organization capabilities, enabling enterprises and knowledge-driven teams, to access relevant information and improve operational efficiency.","Andreessen Horowitz,Salesforce Ventures","22 Ventures,DST Global,MVP Ventures,Salesforce Ventures","22 Ventures,Andreessen Horowitz,Avra,Bain Capital Ventures,DST Global,MVP Ventures,Salesforce Ventures,Y Combinator","Access","Target","2026-06-11T16:55:18Z","Watchlist,Qualified","ID8 Investments","45000000","500000000","2026-04-14","Michelle Volz",,"22ventures.eu,a16z.com,avracap.com,baincapitalventures.com,dst-global.com,mvp-vc.com,salesforceventures.com,ycombinator.com"
"46e700e2-5b25-4873-be64-03025267be6b","Chapter Medicare","askchapter.org","Series E","Provider of digital advisory and health care plan services intended to improve the way seniors choose health coverage. The company provides comprehensive plan comparisons, enrollment assistance, and ongoing support with recommendations based on individual needs, cost considerations, and coverage preferences, enabling healthcare providers to foster informed decision-making and long-term healthcare security for elders to navigate healthcare options efficiently.","Generation Investment Management","8VC,Generation Investment Management,Morrison Seger","8VC,Addition,Fifth Down Capital,Generation Investment Management,Maverick Ventures,Morrison Seger,Narya,Stripes,Susa Ventures,XYZ,Fifth Down Capital",,"Qualified","2026-06-09T20:11:46Z","Watchlist","ID8 Investments","100000000",,"2026-04-09","Kimmy Scotti,Liam Patrick",,"8vc.com,addition.com,fifthdown.com,generationim.com,maverickventures.com,morrisonseger.com,naryavc.com,stripes.co,susaventures.com,xyz.vc,fifthdowncap.com"
"2902e5dc-27ae-4cd2-979b-98ae1684785d","Also","ridealso.com","Series C","Developer of an integrated technology platform intended to meet the global mobility transportation challenges. The company helps to connect riders with reliable vehicles for a smoother journey and offers an exciting range of electric sustainable vehicles, enabling people to ease rides as compared to traditional transportation options.","Greenoaks","DoorDash,Greenoaks,Prysm Capital","DoorDash,Greenoaks,Prysm Capital","No access","Qualified","2026-06-09T20:11:53Z","Watchlist","ID8 Investments","200000000","1000000000","2026-03-31",,,"doordash.com,greenoaks.com,prysmcapital.com"
"6a652336-fa8e-4f73-aa9a-35f144796b08","Linx Security","linx.security","Series B","Developer of an AI-native identity security platform designed to provide visibility, governance, and automated control across the identity lifecycle. The company's platform offers identity mapping, risk analytics, automated access management, agent-based workflows, and real-time insights, enabling enterprises to strengthen their security posture, reduce manual effort, and manage access efficiently across systems.","Insight Partners","Insight Partners","Cyberstarts,Index Ventures,Insight Partners","No access","Qualified","2026-06-09T20:11:53Z","Watchlist","ID8 Investments","50000000","287000000","2026-03-31","Brad Fiedler",,"cyberstarts.com,indexventures.com,insightpartners.com"
